guid,Payment Due,Adjusted Payment Received
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,5/14/23,5/16/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,9/14/23,9/16/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,10/14/23,10/16/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,12/14/22,12/17/22
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,11/14/23,11/18/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,8/14/23,8/19/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,3/14/23,3/23/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,4/14/23,4/23/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,6/14/23,6/23/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,7/14/23,7/24/23
9906578B-C9EA-DBD8-77E1-C112BC9BB22A,2/14/23,2/25/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,11/5/23,11/7/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,3/5/23,3/9/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,5/5/23,5/9/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,6/5/23,6/9/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,2/5/23,2/10/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,7/5/23,7/10/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,9/5/23,9/10/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,8/5/23,8/13/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,1/5/24,1/13/24
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,12/5/23,12/14/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,10/5/23,10/15/23
993B7EFC-E3E8-D2E8-D47C-5DB717A41A74,4/5/23,4/16/23
994E9339-D059-B562-51D5-96DCA91F8186,8/22/23,8/22/23
994E9339-D059-B562-51D5-96DCA91F8186,9/22/23,9/22/23
994E9339-D059-B562-51D5-96DCA91F8186,10/22/23,10/22/23
994E9339-D059-B562-51D5-96DCA91F8186,11/22/23,11/22/23
994E9339-D059-B562-51D5-96DCA91F8186,12/22/23,12/22/23
994E9339-D059-B562-51D5-96DCA91F8186,1/22/24,1/22/24
994E9339-D059-B562-51D5-96DCA91F8186,2/22/24,2/22/24
994E9339-D059-B562-51D5-96DCA91F8186,3/22/24,3/22/24
994E9339-D059-B562-51D5-96DCA91F8186,4/22/24,4/22/24
994E9339-D059-B562-51D5-96DCA91F8186,5/22/24,5/22/24
994E9339-D059-B562-51D5-96DCA91F8186,6/22/24,6/22/24
994E9339-D059-B562-51D5-96DCA91F8186,7/22/24,7/22/24
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,6/12/23,6/14/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,3/12/23,3/16/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,8/12/23,8/16/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,12/12/23,12/16/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,5/12/23,5/17/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,10/12/23,10/17/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,2/12/23,2/19/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,7/12/23,7/20/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,9/12/23,9/21/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,11/12/23,11/21/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,4/12/23,4/22/23
9A1D2DBE-D4B9-B1FD-35A7-E178BDE61C59,1/12/24,1/22/24
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,5/23/23,5/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,6/23/23,6/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,7/23/23,7/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,8/23/23,8/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,9/23/23,9/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,10/23/23,10/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,11/23/23,11/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,12/23/23,12/23/23
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,1/23/24,1/23/24
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,2/23/24,2/23/24
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,3/23/24,3/23/24
9A3AB44B-9D9C-55A3-3B4A-59592AE9D4E6,4/23/24,4/23/24
9BE8F917-4882-C2EE-46D2-85A275B6F791,12/15/22,12/15/22
9BE8F917-4882-C2EE-46D2-85A275B6F791,1/15/23,1/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,2/15/23,2/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,3/15/23,3/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,4/15/23,4/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,5/15/23,5/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,6/15/23,6/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,7/15/23,7/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,8/15/23,8/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,9/15/23,9/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,10/15/23,10/15/23
9BE8F917-4882-C2EE-46D2-85A275B6F791,11/15/23,11/15/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,5/16/23,5/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,6/16/23,6/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,7/16/23,7/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,8/16/23,8/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,9/16/23,9/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,10/16/23,10/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,11/16/23,11/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,12/16/23,12/16/23
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,1/16/24,1/16/24
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,2/16/24,2/16/24
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,3/16/24,3/16/24
9BFC726C-2E2A-E349-C161-3C5CE5E922B0,4/16/24,4/16/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,7/26/23,7/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,8/26/23,8/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,9/26/23,9/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,10/26/23,10/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,11/26/23,11/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,12/26/23,12/26/23
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,1/26/24,1/26/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,2/26/24,2/26/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,3/26/24,3/26/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,4/26/24,4/26/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,5/26/24,5/26/24
9CFEA51B-DB35-BB3F-2921-65366C4D4AD3,6/26/24,6/26/24
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,7/18/23,7/20/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,8/18/23,8/20/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,9/18/23,9/20/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,3/18/23,3/21/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,5/18/23,5/21/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,11/18/23,11/21/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,2/18/23,2/22/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,1/18/24,1/22/24
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,10/18/23,10/24/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,4/18/23,4/27/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,6/18/23,6/27/23
9D66F1D5-1756-EBFC-0D9D-1ADB52A54D70,12/18/23,12/27/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,6/3/23,6/3/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,12/3/23,12/3/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,1/3/24,1/3/24
9E20A883-3AAF-C49E-4C38-53DCB45AA323,10/3/23,10/6/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,2/3/24,2/7/24
9E20A883-3AAF-C49E-4C38-53DCB45AA323,5/3/23,5/8/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,4/3/24,4/9/24
9E20A883-3AAF-C49E-4C38-53DCB45AA323,7/3/23,7/10/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,8/3/23,8/10/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,9/3/23,9/12/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,11/3/23,11/12/23
9E20A883-3AAF-C49E-4C38-53DCB45AA323,3/3/24,3/12/24
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,6/10/23,6/13/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,2/10/24,2/13/24
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,8/10/23,8/14/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,10/10/23,10/14/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,3/10/24,3/16/24
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,9/10/23,9/17/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,4/10/24,4/17/24
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,11/10/23,11/18/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,5/10/23,5/19/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,7/10/23,7/19/23
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,1/10/24,1/20/24
A1C8AB47-C7F6-09ED-1C69-1EB32780A47E,12/10/23,12/21/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,1/2/24,1/4/24
A21BF7AA-B118-CBB5-4354-C587788E44BB,9/2/23,9/5/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,3/2/23,3/7/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,4/2/23,4/7/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,5/2/23,5/8/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,7/2/23,7/8/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,6/2/23,6/9/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,8/2/23,8/10/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,10/2/23,10/10/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,12/2/23,12/10/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,2/2/23,2/11/23
A21BF7AA-B118-CBB5-4354-C587788E44BB,11/2/23,11/13/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,3/25/23,3/28/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,7/25/23,7/28/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,9/25/23,9/28/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,10/25/23,10/28/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,11/25/23,11/28/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,1/25/24,1/28/24
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,4/25/23,4/29/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,12/25/23,12/29/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,2/25/23,3/3/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,6/25/23,7/2/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,8/25/23,9/1/23
A2DACB8E-AAA9-C441-7234-D302A8F93D5A,5/25/23,6/2/23
A3CA8B99-9516-1A28-E859-54245A009923,6/17/23,6/17/23
A3CA8B99-9516-1A28-E859-54245A009923,11/17/22,11/20/22
A3CA8B99-9516-1A28-E859-54245A009923,7/17/23,7/21/23
A3CA8B99-9516-1A28-E859-54245A009923,10/17/22,10/23/22
A3CA8B99-9516-1A28-E859-54245A009923,2/17/23,2/23/23
A3CA8B99-9516-1A28-E859-54245A009923,5/17/23,5/23/23
A3CA8B99-9516-1A28-E859-54245A009923,9/17/22,9/24/22
A3CA8B99-9516-1A28-E859-54245A009923,12/17/22,12/26/22
A3CA8B99-9516-1A28-E859-54245A009923,1/17/23,1/27/23
A3CA8B99-9516-1A28-E859-54245A009923,3/17/23,3/27/23
A3CA8B99-9516-1A28-E859-54245A009923,4/17/23,4/27/23
A3CA8B99-9516-1A28-E859-54245A009923,8/17/23,8/27/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,5/9/23,5/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,6/9/23,6/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,7/9/23,7/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,8/9/23,8/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,9/9/23,9/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,10/9/23,10/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,11/9/23,11/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,12/9/23,12/9/23
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,1/9/24,1/9/24
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,2/9/24,2/9/24
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,3/9/24,3/9/24
A49C4CC4-F71D-B795-1E73-AD4C6B6AA43B,4/9/24,4/9/24
A57A9665-3FA2-038A-D736-B540D4D3F138,7/10/23,7/12/23
A57A9665-3FA2-038A-D736-B540D4D3F138,4/10/23,4/13/23
A57A9665-3FA2-038A-D736-B540D4D3F138,5/10/23,5/13/23
A57A9665-3FA2-038A-D736-B540D4D3F138,1/10/24,1/13/24
A57A9665-3FA2-038A-D736-B540D4D3F138,8/10/23,8/14/23
A57A9665-3FA2-038A-D736-B540D4D3F138,6/10/23,6/15/23
A57A9665-3FA2-038A-D736-B540D4D3F138,12/10/23,12/15/23
A57A9665-3FA2-038A-D736-B540D4D3F138,2/10/23,2/18/23
A57A9665-3FA2-038A-D736-B540D4D3F138,10/10/23,10/18/23
A57A9665-3FA2-038A-D736-B540D4D3F138,11/10/23,11/18/23
A57A9665-3FA2-038A-D736-B540D4D3F138,9/10/23,9/20/23
A57A9665-3FA2-038A-D736-B540D4D3F138,3/10/23,3/21/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,10/26/23,10/28/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,6/26/23,6/29/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,8/26/23,8/30/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,2/26/24,3/1/24
A5AE3CE1-7179-938D-4C0C-A1E376911462,5/26/24,5/30/24
A5AE3CE1-7179-938D-4C0C-A1E376911462,9/26/23,10/1/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,7/26/23,8/2/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,12/26/23,1/3/24
A5AE3CE1-7179-938D-4C0C-A1E376911462,1/26/24,2/3/24
A5AE3CE1-7179-938D-4C0C-A1E376911462,11/26/23,12/5/23
A5AE3CE1-7179-938D-4C0C-A1E376911462,3/26/24,4/6/24
A5AE3CE1-7179-938D-4C0C-A1E376911462,4/26/24,5/7/24
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,4/2/23,4/2/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,9/2/23,9/5/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,11/2/23,11/5/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,3/2/23,3/7/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,6/2/23,6/7/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,12/2/23,12/7/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,7/2/23,7/8/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,5/2/23,5/9/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,8/2/23,8/9/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,2/2/23,2/10/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,1/2/23,1/11/23
A9CE8A0E-FAC6-3A8B-34EC-A5644FAA1FEB,10/2/23,10/12/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,3/7/23,3/10/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,10/7/23,10/12/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,1/7/23,1/13/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,2/7/23,2/13/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,8/7/23,8/13/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,4/7/23,4/14/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,7/7/23,7/15/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,9/7/23,9/15/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,11/7/23,11/15/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,5/7/23,5/16/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,6/7/23,6/17/23
AA2D45B1-9897-EC48-A7D3-673266FD7207,12/7/23,12/17/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,2/28/23,2/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,3/28/23,3/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,4/28/23,4/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,5/28/23,5/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,6/28/23,6/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,7/28/23,7/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,8/28/23,8/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,9/28/23,9/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,10/28/23,10/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,11/28/23,11/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,12/28/23,12/28/23
AA3B43BA-99D0-ECD0-13E8-977DA06B12C5,1/28/24,1/28/24
AAA14135-B3A1-A700-B1BA-6D887B681B3E,9/29/23,10/1/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,1/29/24,1/31/24
AAA14135-B3A1-A700-B1BA-6D887B681B3E,4/29/23,5/2/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,8/29/23,9/1/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,7/29/23,8/2/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,11/29/23,12/5/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,3/29/24,4/4/24
AAA14135-B3A1-A700-B1BA-6D887B681B3E,5/29/23,6/5/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,6/29/23,7/6/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,10/29/23,11/5/23
AAA14135-B3A1-A700-B1BA-6D887B681B3E,2/29/24,3/8/24
AAA14135-B3A1-A700-B1BA-6D887B681B3E,12/29/23,1/8/24
AB3B4F93-D495-F63C-5F61-A7863A113645,9/11/23,9/11/23
AB3B4F93-D495-F63C-5F61-A7863A113645,8/11/23,8/13/23
AB3B4F93-D495-F63C-5F61-A7863A113645,11/11/23,11/13/23
AB3B4F93-D495-F63C-5F61-A7863A113645,3/11/24,3/13/24
AB3B4F93-D495-F63C-5F61-A7863A113645,1/11/24,1/14/24
AB3B4F93-D495-F63C-5F61-A7863A113645,5/11/23,5/15/23
AB3B4F93-D495-F63C-5F61-A7863A113645,6/11/23,6/17/23
AB3B4F93-D495-F63C-5F61-A7863A113645,12/11/23,12/18/23
AB3B4F93-D495-F63C-5F61-A7863A113645,4/11/24,4/18/24
AB3B4F93-D495-F63C-5F61-A7863A113645,7/11/23,7/20/23
AB3B4F93-D495-F63C-5F61-A7863A113645,10/11/23,10/21/23
AB3B4F93-D495-F63C-5F61-A7863A113645,2/11/24,2/21/24
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,3/2/23,3/2/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,4/2/23,4/2/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,12/2/22,12/5/22
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,2/2/23,2/5/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,7/2/23,7/5/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,1/2/23,1/6/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,11/2/22,11/7/22
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,5/2/23,5/7/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,9/2/23,9/7/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,6/2/23,6/8/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,10/2/23,10/10/23
AB88265B-3A17-AC0E-0B31-79DE75E3BDE8,8/2/23,8/11/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,2/20/24,2/20/24
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,3/20/23,3/22/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,9/20/23,9/22/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,5/20/23,5/23/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,6/20/23,6/23/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,7/20/23,7/25/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,8/20/23,8/25/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,12/20/23,12/25/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,11/20/23,11/26/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,1/20/24,1/26/24
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,4/20/23,4/30/23
AC3B3C4B-1F54-3982-EC06-A81CD5855A78,10/20/23,10/30/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,12/1/22,12/1/22
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,1/1/23,1/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,2/1/23,2/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,3/1/23,3/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,4/1/23,4/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,5/1/23,5/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,6/1/23,6/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,7/1/23,7/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,8/1/23,8/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,9/1/23,9/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,10/1/23,10/1/23
ACB7334E-8D91-20B7-F190-5AE8F8AD8108,11/1/23,11/1/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,4/5/24,4/7/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,12/5/23,12/8/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,1/5/24,1/8/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,8/5/23,8/11/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,9/5/23,9/11/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,2/5/24,2/12/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,10/5/23,10/15/23
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,3/5/24,3/15/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,5/5/24,5/15/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,6/5/24,6/15/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,7/5/24,7/15/24
AD83BB8C-46EB-5DC2-2AA8-93E5985DBDEB,11/5/23,11/16/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,12/27/23,12/29/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,1/27/24,1/29/24
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,2/27/23,3/2/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,7/27/23,8/1/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,5/27/23,6/2/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,6/27/23,7/4/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,9/27/23,10/5/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,11/27/23,12/5/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,4/27/23,5/7/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,10/27/23,11/6/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,3/27/23,4/7/23
AE32D2B5-2591-CDC6-3DBB-4A8E9E442A57,8/27/23,9/7/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,7/25/23,7/25/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,8/25/23,8/25/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,12/25/23,12/25/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,4/25/24,4/25/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,9/25/23,9/27/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,11/25/23,11/28/23
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,1/25/24,1/30/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,5/25/24,5/30/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,6/25/24,6/30/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,3/25/24,3/31/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,2/25/24,3/3/24
B44E9C16-E1B8-E2BC-4C7B-7D3CE2669DA8,10/25/23,11/3/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,6/9/23,6/11/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,9/9/23,9/11/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,4/9/24,4/11/24
B457C955-9A16-849C-73B1-7674CBBFCC1E,12/9/23,12/12/23
B457C955-9A16-849C-73B1-7674CBBFCC1E,10/9/23,10/14/23
